aqi,aqiLevel,bWendu,city,date,yWendu,fengli_encode,tianqi_1_encode,tianqi_2_encode
74,2,30,北京,2017-08-15,23,0,4,7
82,2,28,北京,2017-08-16,22,0,7,4
44,1,29,北京,2017-08-17,22,0,4,4
73,2,29,北京,2017-08-18,22,0,3,7
62,2,29,北京,2017-08-19,22,0,7,3
82,2,30,北京,2017-08-20,23,0,3,3
98,2,32,北京,2017-08-21,24,0,3,7
99,2,28,北京,2017-08-22,22,0,7,17
49,1,31,北京,2017-08-23,22,0,4,3
37,1,33,北京,2017-08-24,20,0,0,3
36,1,32,北京,2017-08-25,19,0,0,0
49,1,28,北京,2017-08-26,19,0,0,6
33,1,22,北京,2017-08-27,18,0,14,6
35,1,28,北京,2017-08-28,17,0,3,0
42,1,25,北京,2017-08-29,16,0,0,0
76,2,27,北京,2017-08-30,19,0,3,3
103,3,27,北京,2017-08-31,19,0,4,4
175,4,27,北京,2017-09-01,19,0,3,4
151,4,26,北京,2017-09-02,19,0,4,4
76,2,28,北京,2017-09-03,19,0,3,3
118,3,28,北京,2017-09-04,20,0,4,4
67,2,30,北京,2017-09-05,19,0,4,3
43,1,31,北京,2017-09-06,18,0,0,0
79,2,31,北京,2017-09-07,19,0,0,0
137,3,30,北京,2017-09-08,20,0,3,3
127,3,30,北京,2017-09-09,21,0,4,4
121,3,28,北京,2017-09-10,19,0,6,0
43,1,29,北京,2017-09-11,16,0,0,0
49,1,29,北京,2017-09-12,19,0,0,3
100,2,28,北京,2017-09-13,19,0,3,3
125,3,28,北京,2017-09-14,20,0,4,4
86,2,28,北京,2017-09-15,18,0,4,4
117,3,28,北京,2017-09-16,18,0,6,3
39,1,29,北京,2017-09-17,16,0,0,0
58,2,30,北京,2017-09-18,18,0,0,0
46,1,29,北京,2017-09-19,15,2,0,3
46,1,27,北京,2017-09-20,14,0,0,0
88,2,29,北京,2017-09-21,17,0,6,6
69,2,28,北京,2017-09-22,14,2,0,0
116,3,28,北京,2017-09-23,17,0,3,4
104,3,29,北京,2017-09-24,18,0,3,6
107,3,28,北京,2017-09-25,18,0,4,4
77,2,23,北京,2017-09-26,13,2,5,4
51,2,23,北京,2017-09-27,10,0,3,0
34,1,22,北京,2017-09-28,11,0,0,3
71,2,25,北京,2017-09-29,11,0,0,0
139,3,27,北京,2017-09-30,16,0,3,3
116,3,26,北京,2017-10-01,13,2,3,4
40,1,18,北京,2017-10-02,9,0,5,4
33,1,20,北京,2017-10-03,9,0,3,0
53,2,22,北京,2017-10-04,10,2,0,0
75,2,21,北京,2017-10-05,11,0,3,3
92,2,22,北京,2017-10-06,13,0,3,4
143,3,20,北京,2017-10-07,13,0,5,4
172,4,18,北京,2017-10-08,13,0,5,5
49,1,15,北京,2017-10-09,9,2,14,8
15,1,11,北京,2017-10-10,6,0,5,4
22,1,16,北京,2017-10-11,6,0,3,4
35,1,18,北京,2017-10-12,9,0,5,0
55,2,18,北京,2017-10-13,9,0,0,3
36,1,13,北京,2017-10-14,9,0,5,5
63,2,16,北京,2017-10-15,8,0,4,3
57,2,18,北京,2017-10-16,7,0,0,3
93,2,16,北京,2017-10-17,11,0,4,5
91,2,15,北京,2017-10-18,9,0,5,3
75,2,18,北京,2017-10-19,9,0,0,3
123,3,20,北京,2017-10-20,11,0,0,3
107,3,18,北京,2017-10-21,10,0,4,5
54,2,13,北京,2017-10-22,7,0,4,3
51,2,16,北京,2017-10-23,5,0,3,0
88,2,18,北京,2017-10-24,8,0,0,3
140,3,15,北京,2017-10-25,9,0,4,4
193,4,17,北京,2017-10-26,9,0,4,3
211,5,18,北京,2017-10-27,9,0,3,1
85,2,16,北京,2017-10-28,5,2,3,0
24,1,12,北京,2017-10-29,1,2,0,0
39,1,14,北京,2017-10-30,2,0,0,0
80,2,16,北京,2017-10-31,4,0,0,0
92,2,17,北京,2017-11-01,5,0,0,4
79,2,17,北京,2017-11-02,3,0,4,0
29,1,13,北京,2017-11-03,0,2,0,0
53,2,14,北京,2017-11-04,3,0,0,0
128,3,15,北京,2017-11-05,4,0,0,3
198,4,15,北京,2017-11-06,4,0,3,3
137,3,18,北京,2017-11-07,4,2,0,0
40,1,13,北京,2017-11-08,4,0,3,4
74,2,13,北京,2017-11-09,5,0,4,3
42,1,11,北京,2017-11-10,-1,4,0,0
33,1,10,北京,2017-11-11,0,0,0,3
75,2,11,北京,2017-11-12,0,0,3,0
67,2,12,北京,2017-11-13,0,3,0,0
27,1,8,北京,2017-11-14,-4,0,0,0
37,1,7,北京,2017-11-15,-3,0,0,0
76,2,7,北京,2017-11-16,-1,0,0,0
60,2,6,北京,2017-11-17,-4,4,3,0
50,1,5,北京,2017-11-18,-6,2,0,0
115,3,7,北京,2017-11-19,-5,0,3,3
135,3,9,北京,2017-11-20,-3,0,0,3
171,4,8,北京,2017-11-21,-2,2,3,0
36,1,7,北京,2017-11-22,-5,2,3,0
30,1,7,北京,2017-11-23,-4,0,3,3
37,1,7,北京,2017-11-24,-5,2,3,3
65,2,7,北京,2017-11-25,-4,0,4,3
29,1,4,北京,2017-11-26,-4,0,0,0
90,2,7,北京,2017-11-27,-3,0,3,3
78,2,7,北京,2017-11-28,-5,0,0,3
32,1,1,北京,2017-11-29,-6,0,3,3
43,1,4,北京,2017-11-30,-5,2,0,0
91,2,5,北京,2017-12-01,-5,0,0,0
184,4,6,北京,2017-12-02,-4,0,0,3
88,2,5,北京,2017-12-03,-5,2,3,0
26,1,4,北京,2017-12-04,-6,2,3,3
43,1,7,北京,2017-12-05,-4,0,0,0
51,2,8,北京,2017-12-06,-4,0,3,3
27,1,5,北京,2017-12-07,-5,2,3,0
40,1,6,北京,2017-12-08,-4,0,0,0
57,2,6,北京,2017-12-09,-4,0,3,0
43,1,4,北京,2017-12-10,-5,3,0,3
24,1,1,北京,2017-12-11,-8,2,3,0
26,1,-1,北京,2017-12-12,-8,0,3,3
50,1,0,北京,2017-12-13,-5,0,0,3
91,2,0,北京,2017-12-14,-4,0,4,3
67,2,4,北京,2017-12-15,-6,8,3,0
39,1,0,北京,2017-12-16,-8,2,0,0
47,1,5,北京,2017-12-17,-5,0,0,0
49,1,6,北京,2017-12-18,-6,2,0,0
55,2,4,北京,2017-12-19,-4,0,3,4
45,1,6,北京,2017-12-20,-5,0,3,0
69,2,7,北京,2017-12-21,-6,0,0,0
68,2,9,北京,2017-12-22,-6,0,3,3
51,2,6,北京,2017-12-23,-3,0,0,3
50,1,5,北京,2017-12-24,-7,2,0,0
44,1,5,北京,2017-12-25,-4,0,0,0
42,1,3,北京,2017-12-26,-6,0,0,3
98,2,4,北京,2017-12-27,-5,0,3,0
138,3,5,北京,2017-12-28,-4,0,0,0
215,5,4,北京,2017-12-29,-3,0,3,3
162,4,6,北京,2017-12-30,-6,2,0,0
54,2,4,北京,2017-12-31,-6,0,0,0
59,2,3,北京,2018-01-01,-6,0,0,3
49,1,2,北京,2018-01-02,-5,0,4,3
28,1,2,北京,2018-01-03,-5,0,3,3
28,1,0,北京,2018-01-04,-8,0,4,4
50,1,3,北京,2018-01-05,-6,0,3,0
32,1,2,北京,2018-01-06,-5,0,3,4
59,2,2,北京,2018-01-07,-4,0,4,3
50,1,2,北京,2018-01-08,-6,3,0,0
34,1,1,北京,2018-01-09,-8,2,0,0
26,1,-2,北京,2018-01-10,-10,0,0,0
24,1,-1,北京,2018-01-11,-10,0,0,0
75,2,2,北京,2018-01-12,-8,0,0,0
126,3,3,北京,2018-01-13,-7,0,3,3
187,4,6,北京,2018-01-14,-5,0,0,3
47,1,2,北京,2018-01-15,-5,0,4,4
112,3,4,北京,2018-01-16,-5,0,3,3
82,2,6,北京,2018-01-17,-7,0,3,0
80,2,5,北京,2018-01-18,-6,0,0,0
115,3,7,北京,2018-01-19,-4,0,0,0
64,2,3,北京,2018-01-20,-6,0,0,3
63,2,0,北京,2018-01-21,-5,0,4,10
47,1,-3,北京,2018-01-22,-10,0,10,3
31,1,-4,北京,2018-01-23,-12,2,0,0
34,1,-4,北京,2018-01-24,-11,0,0,0
27,1,-3,北京,2018-01-25,-11,0,3,3
39,1,-3,北京,2018-01-26,-10,0,0,3
105,3,-1,北京,2018-01-27,-9,0,3,3
55,2,-1,北京,2018-01-28,-9,2,0,0
57,2,1,北京,2018-01-29,-8,0,0,0
36,1,4,北京,2018-01-30,-7,0,0,0
60,2,3,北京,2018-01-31,-8,0,0,0
68,2,4,北京,2018-02-01,-7,0,3,3
32,1,-1,北京,2018-02-02,-9,2,0,0
24,1,0,北京,2018-02-03,-9,0,3,3
36,1,1,北京,2018-02-04,-8,0,0,0
24,1,0,北京,2018-02-05,-10,2,0,0
56,2,3,北京,2018-02-06,-7,0,3,4
63,2,2,北京,2018-02-07,-10,3,3,0
67,2,3,北京,2018-02-08,-7,2,3,3
93,2,4,北京,2018-02-09,-9,3,3,3
39,1,1,北京,2018-02-10,-9,2,0,0
62,2,0,北京,2018-02-11,-9,3,0,0
53,2,5,北京,2018-02-12,-7,0,0,0
78,2,8,北京,2018-02-13,-4,0,0,3
42,1,6,北京,2018-02-14,-6,0,3,3
48,1,5,北京,2018-02-15,-5,0,3,3
118,3,8,北京,2018-02-16,-5,0,0,3
103,3,5,北京,2018-02-17,-4,0,3,4
148,3,8,北京,2018-02-18,-3,0,3,3
183,4,6,北京,2018-02-19,-3,0,3,3
76,2,5,北京,2018-02-20,-5,0,0,0
53,2,8,北京,2018-02-21,-4,0,0,0
42,1,9,北京,2018-02-22,-4,0,3,3
45,1,10,北京,2018-02-23,-4,0,3,3
66,2,3,北京,2018-02-24,-6,0,3,0
73,2,6,北京,2018-02-25,-4,0,3,3
157,4,12,北京,2018-02-26,-1,0,0,3
220,5,7,北京,2018-02-27,0,0,4,4
139,3,9,北京,2018-02-28,-2,2,3,0
46,1,8,北京,2018-03-01,-3,0,3,3
95,2,9,北京,2018-03-02,-1,0,0,3
214,5,13,北京,2018-03-03,3,0,3,4
144,3,7,北京,2018-03-04,-2,0,4,3
94,2,8,北京,2018-03-05,-3,0,0,0
67,2,6,北京,2018-03-06,-3,2,3,4
65,2,6,北京,2018-03-07,-2,0,4,3
62,2,8,北京,2018-03-08,-4,0,0,0
132,3,10,北京,2018-03-09,-2,0,3,3
171,4,14,北京,2018-03-10,-2,0,0,0
81,2,11,北京,2018-03-11,0,0,3,3
174,4,15,北京,2018-03-12,3,0,3,0
287,5,17,北京,2018-03-13,5,0,0,3
293,5,15,北京,2018-03-14,6,0,3,4
70,2,12,北京,2018-03-15,-1,2,3,0
58,2,10,北京,2018-03-16,-1,0,3,3
81,2,4,北京,2018-03-17,0,0,5,4
134,3,13,北京,2018-03-18,1,0,3,0
107,3,13,北京,2018-03-19,2,0,3,3
41,1,10,北京,2018-03-20,-2,0,3,3
76,2,11,北京,2018-03-21,1,0,3,3
112,3,17,北京,2018-03-22,4,0,0,3
146,3,18,北京,2018-03-23,5,0,3,3
119,3,22,北京,2018-03-24,5,0,0,0
78,2,24,北京,2018-03-25,7,0,0,0
151,4,25,北京,2018-03-26,7,0,3,3
243,5,27,北京,2018-03-27,11,0,0,0
387,6,25,北京,2018-03-28,9,0,3,0
119,3,19,北京,2018-03-29,7,0,0,0
68,2,18,北京,2018-03-30,8,0,3,3
125,3,23,北京,2018-03-31,9,0,3,0
218,5,25,北京,2018-04-01,11,0,0,3
287,5,26,北京,2018-04-02,11,0,3,3
80,2,14,北京,2018-04-03,6,2,3,4
35,1,10,北京,2018-04-04,1,0,5,11
73,2,10,北京,2018-04-05,3,0,3,3
86,2,11,北京,2018-04-06,4,3,3,0
42,1,12,北京,2018-04-07,2,2,3,0
68,2,18,北京,2018-04-08,5,0,0,0
111,3,20,北京,2018-04-09,7,0,0,3
101,3,24,北京,2018-04-10,8,3,3,0
48,1,23,北京,2018-04-11,9,2,0,0
79,2,22,北京,2018-04-12,7,0,3,5
64,2,11,北京,2018-04-13,6,0,5,3
122,3,19,北京,2018-04-14,5,3,3,0
72,2,21,北京,2018-04-15,8,0,0,0
103,3,23,北京,2018-04-16,12,0,0,3
145,3,25,北京,2018-04-17,12,0,3,0
147,3,27,北京,2018-04-18,14,2,3,0
170,4,26,北京,2018-04-19,13,3,3,3
164,4,28,北京,2018-04-20,14,3,3,5
105,3,16,北京,2018-04-21,12,2,18,5
27,1,16,北京,2018-04-22,12,2,4,3
34,1,19,北京,2018-04-23,9,2,3,3
41,1,23,北京,2018-04-24,10,2,0,0
55,2,25,北京,2018-04-25,11,2,0,0
117,3,26,北京,2018-04-26,12,0,3,0
112,3,25,北京,2018-04-27,13,2,0,0
125,3,27,北京,2018-04-28,17,2,0,0
193,4,30,北京,2018-04-29,16,2,3,3
62,2,24,北京,2018-04-30,14,2,3,3
121,3,25,北京,2018-05-01,13,2,4,4
44,1,25,北京,2018-05-02,13,2,3,0
48,1,24,北京,2018-05-03,12,0,0,0
86,2,27,北京,2018-05-04,16,0,0,3
177,4,25,北京,2018-05-05,13,2,3,3
126,3,28,北京,2018-05-06,14,0,0,0
100,2,28,北京,2018-05-07,13,2,0,0
64,2,27,北京,2018-05-08,13,2,0,0
79,2,29,北京,2018-05-09,17,2,0,3
118,3,26,北京,2018-05-10,18,2,3,3
106,3,24,北京,2018-05-11,15,0,4,3
186,4,28,北京,2018-05-12,16,2,5,5
68,2,30,北京,2018-05-13,17,0,0,0
158,4,34,北京,2018-05-14,22,2,0,3
93,2,31,北京,2018-05-15,22,0,5,5
142,3,29,北京,2018-05-16,21,0,3,5
70,2,25,北京,2018-05-17,19,0,5,3
49,1,28,北京,2018-05-18,16,0,3,0
69,2,27,北京,2018-05-19,16,0,3,5
54,2,21,北京,2018-05-20,16,0,4,5
84,2,18,北京,2018-05-21,14,0,5,5
103,3,25,北京,2018-05-22,10,3,3,0
153,4,29,北京,2018-05-23,15,2,0,0
99,2,31,北京,2018-05-24,17,2,0,0
98,2,31,北京,2018-05-25,19,0,3,3
143,3,30,北京,2018-05-26,17,2,5,3
89,2,32,北京,2018-05-27,17,2,3,3
178,4,30,北京,2018-05-28,16,3,0,0
41,1,31,北京,2018-05-29,16,0,3,3
46,1,33,北京,2018-05-30,18,0,0,0
79,2,35,北京,2018-05-31,19,0,0,0
65,2,16,金华,2017-04-01,7,0,3,3
74,2,21,金华,2017-04-02,8,0,3,3
73,2,23,金华,2017-04-03,11,0,3,3
56,2,26,金华,2017-04-04,14,0,3,3
61,2,27,金华,2017-04-05,18,0,3,4
102,3,26,金华,2017-04-06,19,0,6,14
54,2,24,金华,2017-04-07,18,0,14,4
65,2,30,金华,2017-04-08,16,0,3,14
44,1,27,金华,2017-04-09,11,0,14,5
23,1,14,金华,2017-04-10,11,0,5,5
28,1,14,金华,2017-04-11,10,0,4,4
72,2,20,金华,2017-04-12,11,0,3,3
78,2,23,金华,2017-04-13,12,0,0,3
60,2,28,金华,2017-04-14,17,0,3,3
70,2,31,金华,2017-04-15,20,0,3,3
83,2,28,金华,2017-04-16,18,0,6,6
55,2,25,金华,2017-04-17,15,0,5,4
68,2,29,金华,2017-04-18,16,0,0,3
84,2,29,金华,2017-04-19,19,0,6,14
65,2,24,金华,2017-04-20,16,0,5,5
76,2,24,金华,2017-04-21,13,0,5,3
62,2,23,金华,2017-04-22,11,0,3,0
75,2,25,金华,2017-04-23,14,0,3,3
75,2,28,金华,2017-04-24,16,0,0,3
69,2,28,金华,2017-04-25,16,0,6,18
38,1,17,金华,2017-04-26,12,0,5,5
44,1,20,金华,2017-04-27,10,0,3,3
65,2,25,金华,2017-04-28,11,0,0,0
71,2,28,金华,2017-04-29,14,0,0,0
75,2,31,金华,2017-04-30,18,0,0,3
86,2,29,金华,2017-05-01,18,0,6,6
51,2,23,金华,2017-05-02,19,0,6,6
31,1,27,金华,2017-05-03,20,0,3,6
34,1,26,金华,2017-05-04,19,0,14,4
51,2,29,金华,2017-05-05,19,0,3,3
55,2,27,金华,2017-05-06,19,0,4,5
67,2,27,金华,2017-05-07,17,0,3,5
55,2,24,金华,2017-05-08,19,0,14,6
49,1,29,金华,2017-05-09,17,0,3,3
67,2,32,金华,2017-05-10,21,0,3,3
77,2,33,金华,2017-05-11,21,0,3,5
63,2,27,金华,2017-05-12,18,0,17,4
55,2,30,金华,2017-05-13,17,0,3,3
66,2,32,金华,2017-05-14,18,0,3,3
77,2,28,金华,2017-05-15,19,0,6,5
66,2,25,金华,2017-05-16,18,0,6,4
64,2,27,金华,2017-05-17,19,0,3,3
67,2,30,金华,2017-05-18,18,0,0,0
59,2,30,金华,2017-05-19,20,0,3,6
45,1,28,金华,2017-05-20,20,0,4,3
44,1,32,金华,2017-05-21,22,0,3,3
51,2,31,金华,2017-05-22,23,0,3,4
60,2,28,金华,2017-05-23,21,0,14,14
31,1,25,金华,2017-05-24,17,0,5,3
56,2,28,金华,2017-05-25,18,0,3,3
78,2,31,金华,2017-05-26,18,0,0,0
92,2,32,金华,2017-05-27,20,0,0,0
72,2,33,金华,2017-05-28,19,0,3,0
52,2,33,金华,2017-05-29,21,0,3,0
53,2,33,金华,2017-05-30,23,0,3,3
62,2,32,金华,2017-05-31,22,0,3,6
66,2,29,金华,2017-06-01,21,0,14,4
55,2,29,金华,2017-06-02,21,0,3,3
52,2,30,金华,2017-06-03,23,0,3,4
41,1,27,金华,2017-06-04,20,0,4,6
29,1,23,金华,2017-06-05,20,0,14,6
38,1,27,金华,2017-06-06,21,0,6,4
46,1,29,金华,2017-06-07,21,0,3,3
70,2,32,金华,2017-06-08,24,0,3,3
40,1,30,金华,2017-06-09,24,0,6,4
56,2,31,金华,2017-06-10,22,0,7,18
33,1,29,金华,2017-06-11,21,0,18,14
25,1,24,金华,2017-06-12,19,0,22,22
21,1,24,金华,2017-06-13,21,0,23,23
32,1,23,金华,2017-06-14,19,0,6,5
48,1,24,金华,2017-06-15,19,0,4,8
32,1,23,金华,2017-06-16,19,0,6,6
38,1,25,金华,2017-06-17,19,0,4,3
39,1,29,金华,2017-06-18,21,0,3,6
43,1,25,金华,2017-06-19,22,0,6,6
51,2,28,金华,2017-06-20,21,0,14,5
43,1,29,金华,2017-06-21,22,0,6,18
33,1,28,金华,2017-06-22,23,0,14,6
40,1,28,金华,2017-06-23,24,0,6,6
35,1,30,金华,2017-06-24,24,0,17,14
28,1,24,金华,2017-06-25,22,0,23,6
38,1,25,金华,2017-06-26,22,0,6,6
52,2,26,金华,2017-06-27,21,0,6,14
35,1,24,金华,2017-06-28,22,0,14,6
48,1,29,金华,2017-06-29,23,0,6,4
49,1,32,金华,2017-06-30,24,0,7,4
44,1,35,金华,2017-07-01,25,0,0,0
39,1,35,金华,2017-07-02,25,0,3,0
26,1,34,金华,2017-07-03,26,0,7,4
30,1,35,金华,2017-07-04,25,0,7,7
34,1,35,金华,2017-07-05,25,0,7,3
36,1,36,金华,2017-07-06,26,0,0,3
35,1,36,金华,2017-07-07,26,0,0,3
33,1,35,金华,2017-07-08,26,0,7,7
29,1,35,金华,2017-07-09,27,0,7,3
35,1,34,金华,2017-07-10,24,0,4,4
30,1,35,金华,2017-07-11,27,0,3,0
40,1,37,金华,2017-07-12,27,0,0,0
39,1,37,金华,2017-07-13,27,0,3,0
40,1,37,金华,2017-07-14,26,0,0,3
45,1,37,金华,2017-07-15,26,0,0,3
41,1,37,金华,2017-07-16,26,0,3,0
28,1,37,金华,2017-07-17,28,0,0,3
40,1,37,金华,2017-07-18,27,0,3,0
45,1,37,金华,2017-07-19,28,0,0,3
56,2,38,金华,2017-07-20,28,0,0,0
51,2,39,金华,2017-07-21,29,0,0,0
69,2,40,金华,2017-07-22,29,0,0,0
61,2,41,金华,2017-07-23,30,0,0,0
70,2,40,金华,2017-07-24,29,0,0,0
88,2,40,金华,2017-07-25,29,0,0,0
91,2,40,金华,2017-07-26,29,0,3,0
65,2,40,金华,2017-07-27,29,0,0,3
42,1,40,金华,2017-07-28,29,0,0,0
35,1,38,金华,2017-07-29,29,0,3,3
27,1,34,金华,2017-07-30,26,0,14,6
28,1,32,金华,2017-07-31,26,0,6,14
38,1,33,金华,2017-08-01,27,0,6,4
43,1,34,金华,2017-08-02,26,0,4,3
46,1,36,金华,2017-08-03,27,0,3,3
46,1,37,金华,2017-08-04,28,0,0,3
45,1,38,金华,2017-08-05,28,0,3,3
58,2,36,金华,2017-08-06,28,0,7,3
45,1,37,金华,2017-08-07,29,0,7,3
56,2,37,金华,2017-08-08,27,0,3,3
45,1,35,金华,2017-08-09,26,0,6,6
36,1,33,金华,2017-08-10,26,0,6,3
44,1,36,金华,2017-08-11,26,0,3,3
45,1,34,金华,2017-08-12,27,0,7,3
47,1,37,金华,2017-08-13,27,0,3,3
43,1,36,金华,2017-08-14,27,0,3,3
33,1,34,金华,2017-08-15,26,0,7,3
36,1,35,金华,2017-08-16,25,0,7,3
36,1,36,金华,2017-08-17,26,0,7,3
34,1,37,金华,2017-08-18,26,0,0,3
41,1,36,金华,2017-08-19,26,0,7,7
35,1,37,金华,2017-08-20,27,0,7,6
37,1,34,金华,2017-08-21,26,0,7,3
31,1,34,金华,2017-08-22,26,0,6,4
19,1,37,金华,2017-08-23,28,0,3,3
27,1,37,金华,2017-08-24,27,0,0,3
41,1,37,金华,2017-08-25,27,0,3,3
37,1,37,金华,2017-08-26,27,0,0,0
32,1,38,金华,2017-08-27,28,0,3,0
29,1,38,金华,2017-08-28,27,0,0,3
59,2,37,金华,2017-08-29,27,0,3,3
40,1,38,金华,2017-08-30,27,0,3,3
41,1,35,金华,2017-08-31,26,0,3,3
43,1,32,金华,2017-09-01,24,0,3,3
52,2,33,金华,2017-09-02,25,0,3,3
38,1,33,金华,2017-09-03,24,0,3,3
34,1,36,金华,2017-09-04,26,0,3,3
43,1,37,金华,2017-09-05,27,0,0,3
57,2,37,金华,2017-09-06,27,0,6,6
42,1,32,金华,2017-09-07,25,0,6,6
47,1,30,金华,2017-09-08,24,0,6,4
41,1,32,金华,2017-09-09,25,0,7,3
35,1,35,金华,2017-09-10,24,0,3,3
38,1,30,金华,2017-09-11,23,0,6,6
34,1,29,金华,2017-09-12,22,0,4,4
48,1,30,金华,2017-09-13,21,0,3,4
50,1,28,金华,2017-09-14,22,2,4,6
41,1,28,金华,2017-09-15,23,0,4,4
51,2,29,金华,2017-09-16,21,0,3,3
59,2,31,金华,2017-09-17,21,0,3,0
75,2,33,金华,2017-09-18,23,0,0,0
88,2,35,金华,2017-09-19,24,0,3,3
113,3,30,金华,2017-09-20,22,0,6,6
35,1,24,金华,2017-09-21,20,0,6,4
48,1,29,金华,2017-09-22,23,0,4,3
53,2,29,金华,2017-09-23,24,0,6,4
63,2,32,金华,2017-09-24,23,0,3,3
62,2,35,金华,2017-09-25,26,0,3,3
54,2,36,金华,2017-09-26,25,0,3,3
64,2,34,金华,2017-09-27,22,0,6,6
41,1,26,金华,2017-09-28,20,0,6,4
41,1,24,金华,2017-09-29,21,0,4,4
58,2,30,金华,2017-09-30,22,0,3,3
47,1,35,金华,2017-10-01,24,0,0,3
49,1,34,金华,2017-10-02,22,0,6,6
35,1,27,金华,2017-10-03,20,0,5,4
41,1,23,金华,2017-10-04,19,0,4,3
49,1,24,金华,2017-10-05,19,0,4,4
84,2,27,金华,2017-10-06,20,0,3,3
88,2,30,金华,2017-10-07,21,0,3,0
84,2,31,金华,2017-10-08,21,0,0,3
45,1,32,金华,2017-10-09,24,0,3,3
44,1,33,金华,2017-10-10,22,0,3,3
49,1,28,金华,2017-10-11,20,0,6,6
21,1,23,金华,2017-10-12,18,2,5,4
30,1,20,金华,2017-10-13,17,0,4,3
34,1,20,金华,2017-10-14,17,0,5,5
24,1,18,金华,2017-10-15,17,0,14,14
22,1,19,金华,2017-10-16,16,0,5,5
31,1,19,金华,2017-10-17,17,0,4,4
53,2,21,金华,2017-10-18,16,0,4,3
54,2,22,金华,2017-10-19,16,0,4,4
56,2,20,金华,2017-10-20,16,0,3,3
48,1,21,金华,2017-10-21,14,0,3,0
77,2,24,金华,2017-10-22,14,0,3,3
86,2,23,金华,2017-10-23,13,0,3,3
59,2,22,金华,2017-10-24,13,0,0,3
69,2,23,金华,2017-10-25,14,0,0,0
88,2,23,金华,2017-10-26,12,0,0,0
84,2,23,金华,2017-10-27,12,0,0,0
85,2,24,金华,2017-10-28,13,0,0,0
87,2,23,金华,2017-10-29,11,0,3,3
57,2,18,金华,2017-10-30,9,0,0,0
64,2,21,金华,2017-10-31,11,0,0,0
77,2,23,金华,2017-11-01,13,0,0,0
86,2,25,金华,2017-11-02,13,0,3,3
104,3,25,金华,2017-11-03,10,0,3,3
68,2,18,金华,2017-11-04,9,0,0,0
58,2,20,金华,2017-11-05,11,0,0,3
95,2,22,金华,2017-11-06,16,0,3,3
115,3,20,金华,2017-11-07,15,0,5,4
102,3,23,金华,2017-11-08,12,0,3,3
99,2,23,金华,2017-11-09,14,0,3,4
94,2,19,金华,2017-11-10,14,0,5,3
75,2,19,金华,2017-11-11,13,0,3,4
57,2,17,金华,2017-11-12,14,0,3,3
70,2,22,金华,2017-11-13,16,0,3,5
75,2,19,金华,2017-11-14,14,0,5,5
53,2,18,金华,2017-11-15,14,0,4,4
40,1,19,金华,2017-11-16,16,0,5,5
45,1,18,金华,2017-11-17,9,0,8,5
34,1,17,金华,2017-11-18,6,2,5,3
46,1,12,金华,2017-11-19,7,0,3,5
46,1,11,金华,2017-11-20,9,0,5,5
50,1,10,金华,2017-11-21,9,0,5,5
38,1,14,金华,2017-11-22,7,0,4,3
91,2,14,金华,2017-11-23,5,0,0,3
82,2,15,金华,2017-11-24,7,0,0,3
60,2,14,金华,2017-11-25,10,0,5,5
80,2,15,金华,2017-11-26,6,0,4,3
103,3,18,金华,2017-11-27,10,0,0,3
108,3,24,金华,2017-11-28,12,0,3,5
68,2,17,金华,2017-11-29,8,0,14,14
24,1,12,金华,2017-11-30,7,0,5,5
59,2,11,金华,2017-12-01,8,0,4,4
82,2,14,金华,2017-12-02,7,0,3,3
88,2,17,金华,2017-12-03,8,0,4,4
103,3,14,金华,2017-12-04,4,0,3,3
150,3,11,金华,2017-12-05,2,0,3,0
114,3,13,金华,2017-12-06,5,0,0,3
131,3,15,金华,2017-12-07,4,0,3,3
119,3,10,金华,2017-12-08,0,0,0,0
76,2,11,金华,2017-12-09,2,0,3,0
117,3,14,金华,2017-12-10,2,0,0,0
97,2,12,金华,2017-12-11,3,0,0,3
123,3,14,金华,2017-12-12,5,0,0,3
58,2,11,金华,2017-12-13,4,0,4,5
72,2,9,金华,2017-12-14,7,0,5,4
57,2,9,金华,2017-12-15,7,0,5,5
50,1,8,金华,2017-12-16,0,0,5,3
107,3,7,金华,2017-12-17,-1,0,0,0
89,2,8,金华,2017-12-18,0,0,0,3
99,2,10,金华,2017-12-19,0,0,0,0
103,3,11,金华,2017-12-20,0,0,0,0
105,3,12,金华,2017-12-21,1,0,0,0
117,3,16,金华,2017-12-22,5,0,0,3
173,4,17,金华,2017-12-23,7,0,3,4
125,3,14,金华,2017-12-24,2,0,3,3
85,2,11,金华,2017-12-25,1,0,0,0
116,3,14,金华,2017-12-26,2,0,0,0
147,3,15,金华,2017-12-27,8,0,3,5
104,3,11,金华,2017-12-28,10,0,5,5
82,2,15,金华,2017-12-29,10,0,4,3
60,2,13,金华,2017-12-30,3,0,5,3
175,4,11,金华,2017-12-31,1,0,3,0
121,3,13,金华,2018-01-01,5,0,0,3
102,3,13,金华,2018-01-02,9,0,4,5
55,2,12,金华,2018-01-03,7,0,5,5
20,1,8,金华,2018-01-04,5,0,14,5
34,1,7,金华,2018-01-05,4,0,4,4
67,2,9,金华,2018-01-06,2,0,5,5
58,2,8,金华,2018-01-07,3,0,14,5
37,1,5,金华,2018-01-08,0,2,5,3
87,2,8,金华,2018-01-09,0,0,3,0
66,2,9,金华,2018-01-10,0,0,0,0
