eleme_restaurant_id,order_date,weekday,exposure_num,exposure_user,open_minutes,lunch_open_minutes,dinner_open_minutes,every_discounted
950035,2017-05-27,6,7110,4765,630,121,121,17.697727272727274
950035,2017-05-28,7,6994,4643,630,121,121,16.503278688524592
950035,2017-05-29,1,7142,4718,630,121,121,14.60204081632653
950035,2017-05-30,2,7514,4746,630,121,121,15.154838709677419
950035,2017-05-31,3,8232,5429,630,121,121,17.478048780487807
950035,2017-06-01,4,8728,5751,630,121,121,14.356
950035,2017-06-02,5,8155,5324,630,121,121,15.528571428571428
950035,2017-06-03,6,9819,6119,630,121,121,16.82549019607843
950035,2017-06-04,7,8626,5604,630,121,121,16.93658536585366
950035,2017-06-05,1,7873,5166,630,121,121,14.763829787234043
950035,2017-06-06,2,8762,5707,630,121,121,14.282978723404254
950035,2017-06-07,3,9519,6115,630,121,121,15.18918918918919
950035,2017-06-08,4,8501,5529,630,121,121,15.763829787234043
950035,2017-06-09,5,12889,7678,630,121,121,16.133333333333333
950035,2017-06-10,6,9467,5962,630,121,121,16.39433962264151
950035,2017-06-11,7,8463,5554,630,121,121,16.515686274509804
950035,2017-06-12,1,8792,5794,630,121,121,16.583333333333332
950035,2017-06-13,2,10116,6391,630,121,121,16.32763157894737
950035,2017-06-14,3,11886,7242,630,121,121,17.561643835616437
950035,2017-06-15,4,10753,6631,576,121,67,17.266666666666666
950035,2017-06-16,5,12890,7852,630,121,121,17.420689655172414
950035,2017-06-17,6,14448,8379,630,121,121,16.798809523809524
950035,2017-06-18,7,14369,8377,630,121,121,17.968041237113404
950035,2017-06-19,1,16051,8954,630,121,121,17.188541666666666
950035,2017-06-20,2,16547,9432,630,121,121,18.195098039215686
950035,2017-06-21,3,15543,8954,630,121,121,17.773
950035,2017-06-22,4,12269,7772,630,121,121,17.585454545454546
950035,2017-06-23,5,14181,8336,630,121,121,16.48205128205128
950035,2017-06-24,6,15058,8567,630,121,121,16.54090909090909
950035,2017-06-25,7,14960,8422,630,121,121,16.623711340206185
950035,2017-06-26,1,13462,8172,630,121,121,16.522891566265063
950035,2017-06-27,2,14245,8427,630,121,121,17.283116883116882
950035,2017-06-28,3,13874,8324,630,121,121,16.840217391304346
950035,2017-06-29,4,15320,8758,630,121,121,16.85514018691589
950035,2017-06-30,5,15865,8964,630,121,121,16.138181818181817
950035,2017-07-01,6,16316,8874,630,121,121,16.85
950035,2017-07-02,7,14884,8284,630,121,121,15.588095238095239
950035,2017-07-03,1,15405,8679,630,121,121,16.183333333333334
950035,2017-07-04,2,17523,9501,630,121,121,17.549565217391304
950035,2017-07-05,3,17520,9680,630,121,121,18.002884615384616
950035,2017-07-06,4,18470,10119,630,121,121,18.00919540229885
950035,2017-07-07,5,18520,10135,630,121,121,20.505825242718444
950035,2017-07-08,6,16652,9036,630,121,121,19.176724137931036
950035,2017-07-09,7,16021,8777,630,121,121,19.348958333333332
950035,2017-07-10,1,16946,9334,630,121,121,18.69125
950035,2017-07-11,2,17573,9605,630,121,121,19.09090909090909
950035,2017-07-12,3,17015,9500,630,121,121,19.259036144578314
950035,2017-07-13,4,17666,9757,630,121,121,20.400000000000002
950035,2017-07-14,5,16944,9505,630,121,121,18.80982142857143
950035,2017-07-15,6,16487,9020,630,121,121,21.279411764705884
950035,2017-07-16,7,16275,8998,630,121,121,19.888235294117646
950035,2017-07-17,1,18698,10261,630,121,121,18.532500000000002
950035,2017-07-18,2,18208,9970,630,121,121,18.63135593220339
950035,2017-07-19,3,17069,9675,630,121,121,19.449514563106796
950035,2017-07-20,4,16769,9475,630,121,121,18.76991150442478
950035,2017-07-21,5,15567,8884,630,121,121,21.270454545454545
950035,2017-07-22,6,15050,8453,630,121,121,22.93978494623656
950035,2017-07-23,7,15159,8485,630,121,121,21.02429906542056
950035,2017-07-24,1,15807,9002,630,121,121,21.11195652173913
950035,2017-07-25,2,15499,9032,630,121,121,21.4685393258427
950035,2017-07-26,3,16463,9558,630,121,121,20.69090909090909
950035,2017-07-27,4,16158,9339,630,121,121,19.871134020618555
950035,2017-07-28,5,14131,8466,630,121,121,22.21547619047619
950035,2017-07-29,6,13800,8168,630,121,121,21.099999999999998
950035,2017-07-30,7,14196,8408,630,121,121,22.423456790123456
950035,2017-07-31,1,15160,8795,630,121,121,20.297826086956523
950035,2017-08-01,2,18484,10325,660,121,121,20.30212765957447
950035,2017-08-02,3,17037,9556,600,121,121,21.98
950035,2017-08-03,4,17184,9568,570,121,94,20.866666666666667
950035,2017-08-04,5,15799,9169,660,121,121,20.76046511627907
950035,2017-08-05,6,14232,8351,660,121,121,22.195121951219512
950035,2017-08-06,7,15679,8964,660,121,121,21.928
950035,2017-08-07,1,15260,9047,660,121,121,19.76
950035,2017-08-08,2,14799,8745,660,121,121,20.784146341463416
950035,2017-08-09,3,13769,8447,660,121,121,19.692473118279572
950035,2017-08-10,4,14801,8794,660,121,121,20.591743119266056
950035,2017-08-11,5,12785,7987,660,121,121,20.052688172043013
950035,2017-08-12,6,13446,7973,660,121,121,21.275641025641026
950035,2017-08-13,7,14140,8132,660,121,121,20.058888888888887
950035,2017-08-14,1,13775,8379,660,121,121,20.13975903614458
950035,2017-08-15,2,13988,8521,660,121,121,19.7078431372549
950035,2017-08-16,3,14787,8774,660,121,121,20.158823529411762
950035,2017-08-17,4,16200,9356,660,121,121,18.926470588235293
950035,2017-08-18,5,14243,8633,660,121,121,19.021782178217823
950035,2017-08-19,6,14067,8266,660,121,121,19.87636363636364
950035,2017-08-20,7,14133,8317,660,121,121,19.888181818181817
950035,2017-08-21,1,12607,7497,660,121,121,18.677142857142858
950035,2017-08-22,2,15530,9024,660,121,121,19.103184713375796
950035,2017-08-23,3,15591,9144,660,121,121,19.40718954248366
950035,2017-08-24,4,15037,8791,660,121,121,20.921698113207544
950035,2017-08-25,5,15685,9108,660,121,121,20.26517857142857
950035,2017-08-26,6,13804,8004,660,121,121,19.962790697674418
950035,2017-08-27,7,14533,8333,660,121,121,21.301176470588235
950035,2017-08-28,1,13958,8231,660,121,121,19.833333333333332
950035,2017-08-29,2,14707,8663,660,121,121,20.666935483870965
950035,2017-08-30,3,14672,8683,660,121,121,19.595
950035,2017-08-31,4,13685,8215,660,121,121,16.245454545454546
950035,2017-09-01,5,13239,7998,660,121,121,13.416326530612244
950035,2017-09-02,6,13320,7853,660,121,121,14.08
950035,2017-09-03,7,12565,7558,660,121,121,14.2309375
950035,2017-09-04,1,12148,7485,660,121,121,16.185357142857143
950035,2017-09-05,2,14834,8876,660,121,121,13.70142857142857
950035,2017-09-06,3,12253,7630,660,121,121,13.77418181818182
950035,2017-09-07,4,12373,7618,660,121,121,14.998245614035087
950035,2017-09-08,5,11919,7330,660,121,121,15.20140350877193
950035,2017-09-09,6,13069,7879,660,121,121,13.560983606557377
950035,2017-09-10,7,13287,7928,660,121,121,14.468064516129031
950035,2017-09-11,1,11240,6920,660,121,121,12.48734693877551
950035,2017-09-12,2,11237,7170,660,121,121,13.713793103448275
950035,2017-09-13,3,11470,7301,660,121,121,10.883333333333335
950035,2017-09-14,4,10706,6882,660,121,121,12.983783783783784
950035,2017-09-15,5,11113,7050,660,121,121,12.708510638297872
950035,2017-09-16,6,12882,7746,660,121,121,14.1484375
950035,2017-09-17,7,12279,7577,660,121,121,12.866
950035,2017-09-18,1,12240,7654,660,121,121,13.393333333333334
950035,2017-09-19,2,11825,7406,660,121,121,12.428571428571429
950035,2017-09-20,3,11450,7361,660,121,121,12.54909090909091
950035,2017-09-21,4,10945,7182,660,121,121,12.608888888888888
950035,2017-09-22,5,14126,8832,660,121,121,12.82878787878788
950035,2017-09-23,6,11418,7325,660,121,121,13.065384615384614
950035,2017-09-24,7,11772,7469,660,121,121,14.521739130434783
950035,2017-09-25,1,10528,7026,660,121,121,13.287755102040817
950035,2017-09-26,2,10548,7222,660,121,121,14.08955223880597
950035,2017-09-27,3,10444,7123,660,121,121,16.311764705882354
950035,2017-09-28,4,11256,7540,660,121,121,17.732394366197184
950035,2017-11-18,6,5947,4497,660,121,121,17.887500000000003
950035,2017-11-19,7,5076,3850,660,121,121,18.222916666666666
950035,2017-11-20,1,7593,5578,660,121,121,17.8525
950035,2017-11-21,2,8401,6029,660,121,121,19.01284403669725
950035,2017-11-22,3,8517,6015,660,121,121,18.796226415094342
950035,2017-11-23,4,9296,6156,660,121,121,19.764367816091955
950035,2017-11-24,5,9801,6544,660,121,121,19.143636363636364
950035,2017-11-25,6,10375,6808,660,121,121,19.585964912280705
950035,2017-11-26,7,10524,6826,660,121,121,19.110112359550563
950035,2017-11-27,1,9748,6515,660,121,121,18.40970873786408
950035,2017-11-28,2,11519,7470,660,121,121,18.90485436893204
950035,2017-11-29,3,12756,8058,660,121,121,20.81393442622951
950035,2017-11-30,4,12980,8185,660,121,121,19.563440860215056
950035,2017-12-01,5,10404,7057,625,86,121,17.24222222222222
950035,2017-12-02,6,12701,7950,660,121,121,17.298846153846153
950035,2017-12-03,7,12705,7801,660,121,121,17.22446808510638
950035,2017-12-04,1,11288,7403,660,121,121,16.489736842105263
950035,2017-12-05,2,11408,7507,660,121,121,16.60923076923077
950035,2017-12-06,3,10950,7128,660,121,121,17.179
950035,2017-12-07,4,12268,8046,660,121,121,16.74326530612245
950035,2017-12-08,5,11463,7538,660,121,121,17.440377358490565
950035,2017-12-09,6,12786,7895,660,121,121,17.743157894736843
950035,2017-12-10,7,13685,8062,660,121,121,17.805913043478263
950035,2017-12-11,1,8937,6069,660,121,121,18.009122807017544
950035,2017-12-12,2,12912,7980,660,121,121,18.525894736842105
950035,2017-12-13,3,11798,7377,660,121,121,17.79381443298969
950035,2017-12-14,4,12537,7789,660,121,121,18.238333333333333
950035,2017-12-15,5,11582,7334,660,121,121,17.800808080808082
950035,2017-12-16,6,11898,7340,660,121,121,18.675604395604395
950035,2017-12-17,7,11221,7010,660,121,121,18.472783505154638
950035,2017-12-18,1,9938,6457,660,121,121,17.786172839506175
950035,2017-12-19,2,9888,6600,660,121,121,18.574375
950035,2017-12-20,3,10061,6738,660,121,121,18.394000000000002
950035,2017-12-21,4,11171,7344,660,121,121,18.844631578947368
950035,2017-12-22,5,10229,6858,660,121,121,18.720617283950617
950035,2017-12-23,6,12009,7494,660,121,121,17.903759398496238
950035,2017-12-24,7,11918,7387,660,121,121,17.790254237288135
950035,2017-12-25,1,11326,7327,660,121,121,18.23
950035,2017-12-26,2,12118,7845,660,121,121,18.148387096774194
950035,2017-12-27,3,12035,7766,660,121,121,17.58684210526316
950035,2017-12-28,4,10842,7235,660,121,121,17.589473684210528
950035,2017-12-29,5,9560,6493,660,121,121,17.70503875968992
950035,2017-12-30,6,10378,6257,660,121,121,17.483333333333334
950035,2017-12-31,7,10478,6362,660,121,121,18.26284403669725
950035,2018-01-01,1,12195,6830,660,121,121,17.429411764705883
950035,2018-01-02,2,11611,7210,660,121,121,17.70234375
950035,2018-01-03,3,13236,8027,660,121,121,15.975999999999999
950035,2018-01-04,4,13382,7874,660,121,121,15.710526315789474
950035,2018-01-05,5,12140,7570,660,121,121,15.678571428571429
950035,2018-01-06,6,12112,7181,660,121,121,16.021296296296295
950035,2018-01-07,7,11735,6938,660,121,121,16.159349593495936
950035,2018-01-08,1,10928,6722,660,121,121,15.773
950035,2018-01-09,2,10263,5968,660,121,121,16.23168316831683
950035,2018-01-10,3,17009,10585,660,121,121,16.755102040816325
950035,2018-01-11,4,19817,11799,660,121,121,15.890173410404625
950035,2018-01-12,5,20302,11900,660,121,121,17.277717391304346
950035,2018-01-13,6,17180,10297,660,121,121,15.652
950035,2018-01-14,7,16655,9910,660,121,121,15.762393162393163
950035,2018-01-15,1,16801,10197,660,121,121,16.18320610687023
950035,2018-01-16,2,17792,10570,660,121,121,17.568032786885247
950035,2018-01-17,3,17700,10438,660,121,121,16.881889763779526
950035,2018-01-18,4,17415,10373,660,121,121,16.275
950035,2018-01-19,5,16267,9867,660,121,121,16.15979381443299
950035,2018-01-20,6,15877,9553,660,121,121,17.180152671755724
950035,2018-01-21,7,15195,9161,660,121,121,17.17319587628866
950035,2018-01-22,1,16796,10184,660,121,121,16.29056603773585
950035,2018-01-23,2,17824,10616,660,121,121,18.061052631578946
950035,2018-01-24,3,18326,10769,660,121,121,17.054945054945055
950035,2018-01-25,4,16298,9741,660,121,121,16.703773584905658
950035,2018-01-26,5,17271,9981,660,121,121,15.866666666666667
950035,2018-01-27,6,15736,9245,660,121,121,15.907317073170733
950035,2018-01-28,7,15671,9167,660,121,121,16.877777777777776
950035,2018-01-29,1,15891,9451,660,121,121,15.953684210526315
950035,2018-01-30,2,15159,9150,660,121,121,17.51951219512195
950035,2018-01-31,3,15570,9436,660,121,121,17.78165137614679
950035,2018-02-01,4,15688,9411,660,121,121,17.88313725490196
950035,2018-02-02,5,14694,9114,660,121,121,18.95583333333333
950035,2018-02-03,6,14722,8823,660,121,121,19.182113821138213
950035,2018-02-04,7,14395,8626,660,121,121,18.046
950035,2018-02-05,1,14225,8512,601,121,121,17.301739130434783
950035,2018-02-06,2,15010,9109,601,121,121,17.73969465648855
950035,2018-02-07,3,16641,9632,660,121,121,17.24
950035,2018-02-08,4,14766,8776,660,121,121,17.294897959183675
950035,2018-02-09,5,13718,8564,660,121,121,17.070588235294117
950035,2018-02-10,6,13186,7984,660,121,121,17.04022988505747
950035,2018-02-11,7,12794,7779,660,121,121,18.386868686868688
950035,2018-02-12,1,14295,8099,660,121,121,16.84565217391304
950035,2018-02-13,2,11822,6570,660,121,121,17.690526315789473
950035,2018-02-14,3,10015,5187,592,107,121,18.886206896551727
950035,2018-02-21,3,13904,7443,660,121,121,18.264814814814812
950035,2018-02-22,4,13064,7776,660,121,121,17.143478260869564
950035,2018-02-23,5,14510,8892,660,121,121,18.188
950035,2018-02-24,6,14296,8643,660,121,121,18.288235294117648
950035,2018-02-25,7,14850,8861,660,121,121,18.337288135593223
950035,2018-02-26,1,13050,8259,660,121,121,17.215384615384615
950035,2018-02-27,2,12391,7871,660,121,121,16.436666666666667
950035,2018-02-28,3,11775,7618,660,121,121,17.007536231884057
950035,2018-03-01,4,14376,8487,660,121,121,17.8018
950035,2018-03-02,5,13424,7551,660,121,121,17.865360824742268
950035,2018-03-03,6,12651,6416,660,121,121,17.551923076923078
950035,2018-03-04,7,11240,6426,660,121,121,17.822058823529414
950035,2018-03-05,1,13202,8147,660,121,121,17.918032786885245
950035,2018-03-06,2,13697,8392,660,121,121,18.46727272727273
950035,2018-03-07,3,13849,8743,660,121,121,17.960185185185185
950035,2018-03-08,4,14047,8666,660,121,121,17.203305785123966
950035,2018-03-09,5,14224,8827,622,83,121,18.115337423312884
950035,2018-03-10,6,16265,9696,660,121,121,18.16815286624204
950035,2018-03-11,7,16094,9390,660,121,121,19.126582278481013
950035,2018-03-12,1,13716,8453,660,121,121,19.395833333333332
950035,2018-03-13,2,14697,8922,660,121,121,18.903355704697987
950035,2018-03-14,3,15731,8948,660,121,121,18.804166666666667
950035,2018-03-15,4,16715,9774,660,121,121,18.504819277108435
950035,2018-03-16,5,15629,9221,660,121,121,17.90656934306569
950035,2018-03-17,6,17177,9839,660,121,121,17.71602564102564
950035,2018-03-18,7,15371,8713,660,121,121,18.26666666666667
950035,2018-03-19,1,15637,9235,660,121,121,18.106993006993008
950035,2018-03-20,2,14308,8646,660,121,121,17.412643678160922
950035,2018-03-21,3,15837,9326,660,121,121,16.84111111111111
950035,2018-03-22,4,15394,9182,660,121,121,16.724242424242426
950035,2018-03-23,5,15054,9077,660,121,121,16.796296296296298
950035,2018-03-24,6,16685,9852,660,121,121,17.55673076923077
950035,2018-03-25,7,13941,8609,660,121,121,17.185714285714287
950035,2018-03-26,1,13485,8332,660,121,121,17.30229885057471
950035,2018-03-27,2,13877,8502,660,121,121,16.51504424778761
950035,2018-03-28,3,13350,8485,660,121,121,17.118032786885248
950035,2018-03-29,4,12101,7937,660,121,121,16.623529411764707
950035,2018-03-30,5,13266,8326,660,121,121,17.695192307692306
950035,2018-03-31,6,14912,9015,660,121,121,18.014150943396228
950035,2018-04-01,7,14584,9032,660,121,121,17.37549019607843
950035,2018-04-02,1,13117,8416,660,121,121,17.179464285714285
950035,2018-04-03,2,13894,8701,660,121,121,15.901165048543689
950035,2018-04-04,3,14248,9019,660,121,121,16.221946902654867
950035,2018-04-05,4,15277,9210,660,121,121,16.458782608695653
950035,2018-04-06,5,13540,8446,660,121,121,16.435
950035,2018-04-07,6,13705,8590,660,121,121,16.23873873873874
950035,2018-04-08,7,12827,8300,660,121,121,15.954660194174757
950035,2018-04-09,1,11622,7557,660,121,121,16.110243902439024
950035,2018-04-10,2,12465,8285,660,121,121,15.977058823529411
950035,2018-04-11,3,11597,7791,660,121,121,16.856046511627905
950035,2018-04-12,4,11782,7942,660,121,121,16.664468085106382
950035,2018-04-13,5,10438,7018,660,121,121,16.616951219512195
950035,2018-04-14,6,13890,8724,660,121,121,16.797835051546393
950035,2018-04-15,7,10965,7268,660,121,121,16.535733333333333
950035,2018-04-16,1,9582,6547,660,121,121,16.722622950819673
950035,2018-04-17,2,10675,7400,660,121,121,15.875200000000001
950035,2018-04-18,3,9165,6290,660,121,121,16.928571428571427
950035,2018-04-19,4,9515,6475,660,121,121,15.200119047619047
950035,2018-04-20,5,11830,7818,660,121,121,15.518072289156626
950035,2018-04-21,6,11952,7825,660,121,121,17.676704545454545
950035,2018-04-22,7,11950,7758,660,121,121,16.661941747572815
950035,2018-04-23,1,9685,6612,660,121,121,15.871818181818183
950035,2018-04-24,2,9905,6692,660,121,121,16.399594594594593
950035,2018-04-25,3,9840,6758,660,121,121,16.170649350649352
950035,2018-04-26,4,11073,7402,660,121,121,16.144698795180723
950035,2018-04-27,5,10331,7077,660,121,121,16.586617647058826
950035,2018-04-28,6,10653,7155,660,121,121,16.877261904761905
950035,2018-04-29,7,11405,7433,660,121,121,15.346533333333333
950035,2018-04-30,1,12736,8223,660,121,121,15.76945652173913
950035,2018-05-01,2,12360,7784,660,121,121,16.453552631578948
950035,2018-05-02,3,11061,7443,660,121,121,15.989054054054055
950035,2018-05-03,4,11669,7740,660,121,121,17.154102564102566
950035,2018-05-04,5,11588,7710,660,121,121,16.325671641791043
950035,2018-05-05,6,12347,8009,660,121,121,16.891011235955055
950035,2018-05-06,7,11944,7814,660,121,121,16.744482758620688
950035,2018-05-07,1,10513,7071,660,121,121,17.580882352941178
950035,2018-05-08,2,10427,6989,660,121,121,17.019864864864864
950035,2018-05-09,3,10296,6895,660,121,121,17.005000000000003
950035,2018-05-10,4,11486,7675,660,121,121,16.595853658536583
1109826,2017-04-21,5,0,0,549,70,121,16.2140350877193
1109826,2017-04-22,6,0,0,403,89,121,16.63495145631068
1109826,2017-04-23,7,0,0,578,99,121,15.230327868852457
1109826,2017-04-24,1,0,0,556,77,121,14.298058252427184
1109826,2017-04-25,2,0,0,577,98,121,14.934653465346535
1109826,2017-04-26,3,0,0,442,121,0,15.040206185567012
1109826,2017-04-27,4,0,0,577,98,121,13.490526315789472
1109826,2017-04-28,5,0,0,600,121,121,14.716535433070867
1109826,2017-04-29,6,0,0,600,121,121,14.75
1109826,2017-04-30,7,0,0,600,121,121,15.269026548672567
1109826,2017-05-01,1,0,0,600,121,121,15.566935483870967
1109826,2017-05-02,2,0,0,600,121,121,15.603478260869567
1109826,2017-05-03,3,0,0,530,121,51,15.473267326732673
1109826,2017-05-04,4,0,0,417,80,28,16.328260869565216
1109826,2017-05-05,5,0,0,577,98,121,16.398373983739837
1109826,2017-05-06,6,0,0,600,121,121,15.602479338842976
1109826,2017-05-07,7,0,0,600,121,121,15.615200000000002
1109826,2017-05-08,1,17283,12404,600,121,121,15.65137614678899
1109826,2017-05-09,2,17491,12653,600,121,121,15.485294117647058
1109826,2017-05-10,3,19893,14250,600,121,121,15.294545454545455
1109826,2017-05-11,4,19033,13484,600,121,121,16.3856
1109826,2017-05-12,5,19822,13642,630,121,121,15.293661971830984
1109826,2017-05-13,6,17133,11515,630,121,121,14.777659574468084
1109826,2017-05-14,7,17650,11414,622,121,121,15.916560509554142
1109826,2017-05-15,1,19644,13415,630,121,121,15.686764705882354
1109826,2017-05-16,2,18778,12902,561,121,112,16.05818181818182
1109826,2017-05-17,3,21287,14731,630,121,121,16.834065934065936
1109826,2017-05-18,4,21319,14672,630,121,121,15.950793650793651
1109826,2017-05-19,5,21752,14883,630,121,121,16.26954022988506
1109826,2017-05-20,6,18957,12620,630,121,121,15.232624113475179
1109826,2017-05-21,7,16490,11210,630,121,121,15.592537313432837
1109826,2017-05-22,1,24251,16582,589,65,121,14.844067796610169
1109826,2017-05-23,2,18829,13153,630,121,121,15.34298245614035
1109826,2017-05-24,3,19878,13806,680,121,121,15.147058823529411
1109826,2017-05-25,4,19641,13630,665,121,101,14.262406015037595
1109826,2017-05-26,5,18846,12932,681,121,121,14.545714285714286
1109826,2017-05-27,6,17947,12034,656,121,121,15.911188811188813
1109826,2017-05-28,7,17169,11113,701,121,121,15.324489795918367
1109826,2017-05-29,1,13689,9050,661,121,121,15.38888888888889
1109826,2017-05-30,2,15771,10292,667,121,121,14.998620689655173
1109826,2017-05-31,3,17047,12089,630,121,121,15.852777777777776
1109826,2017-06-01,4,18258,12573,661,121,121,15.182786885245902
1109826,2017-06-02,5,19117,13015,687,121,121,14.84861111111111
1109826,2017-06-03,6,17175,11263,689,121,121,14.98362573099415
1109826,2017-06-04,7,16964,11134,664,121,121,14.566883116883117
1109826,2017-06-05,1,16143,11473,651,121,89,15.108125
1109826,2017-06-06,2,22753,15134,661,93,121,14.73491124260355
1109826,2017-06-07,3,18448,12595,689,121,121,14.36888888888889
1109826,2017-06-08,4,19265,13373,683,121,121,15.504768211920528
1109826,2017-06-09,5,19787,13577,687,121,121,14.704374999999999
1109826,2017-06-10,6,17132,11065,659,121,121,14.597058823529412
1109826,2017-06-11,7,17852,11496,690,121,121,15.775421686746986
1109826,2017-06-12,1,18948,12858,691,121,121,15.542721088435375
1109826,2017-06-13,2,23495,15527,690,121,121,16.0328431372549
1109826,2017-06-14,3,21213,14182,643,119,121,17.036060606060605
1109826,2017-06-15,4,24503,15832,658,121,121,16.829407114624505
1109826,2017-06-16,5,27635,17452,663,121,121,17.20099173553719
1109826,2017-06-17,6,33418,19422,647,121,121,16.75857142857143
1109826,2017-06-18,7,29922,16945,482,78,121,18.033435114503817
1109826,2017-06-19,1,32161,19335,581,42,121,16.610678733031673
1109826,2017-06-20,2,40999,23626,657,121,121,17.980645161290322
1109826,2017-06-21,3,40969,23939,650,121,121,17.88095238095238
1109826,2017-06-22,4,48551,27020,553,86,121,16.133333333333333
1109826,2017-06-23,5,42677,24542,638,121,121,15.457620817843868
1109826,2017-06-24,6,29892,17607,660,121,121,14.953301886792453
1109826,2017-06-25,7,29475,17383,651,121,121,15.100925925925926
1109826,2017-06-26,1,30780,19838,675,121,121,14.896135265700483
1109826,2017-06-27,2,38442,22361,661,121,121,14.573039215686276
1109826,2017-06-28,3,33103,21154,660,121,121,14.612222222222222
1109826,2017-06-29,4,36508,21534,663,121,121,14.278817733990147
1109826,2017-06-30,5,35445,20809,660,121,121,15.252912621359222
1109826,2017-07-01,6,32336,17885,660,121,121,15.24090909090909
1109826,2017-07-02,7,29253,16601,628,121,121,15.307954545454544
1109826,2017-07-03,1,32076,19818,643,121,121,14.424731182795698
1109826,2017-07-04,2,35027,21449,660,121,121,16.211165048543688
1109826,2017-07-05,3,32510,20791,655,121,121,15.295708154506437
1109826,2017-07-06,4,38018,23413,581,71,121,15.294422310756973
1109826,2017-07-07,5,29198,18707,630,95,121,16.147368421052633
1109826,2017-07-08,6,28937,16853,661,121,121,15.232835820895524
1109826,2017-07-09,7,29718,17020,660,121,121,15.472514619883041
1109826,2017-07-10,1,36567,21808,660,121,121,16.182926829268293
1109826,2017-07-11,2,41962,23831,659,121,121,15.438383838383839
1109826,2017-07-12,3,41234,23710,655,121,121,16.01105263157895
1109826,2017-07-13,4,36808,22268,568,58,121,15.889473684210527
1109826,2017-07-14,5,38148,22657,643,121,121,16.306435643564356
1109826,2017-07-15,6,28357,16611,648,121,121,16.580405405405408
1109826,2017-07-16,7,28072,16611,656,121,121,15.701315789473684
1109826,2017-07-17,1,36483,22138,633,121,121,16.03878787878788
1109826,2017-07-18,2,39916,23689,633,121,121,16.13736263736264
1109826,2017-07-19,3,34665,20970,662,121,121,16.825827814569536
1109826,2017-07-20,4,35506,21300,649,121,121,16.00769230769231
1109826,2017-07-21,5,32146,19553,638,121,121,15.62635135135135
1109826,2017-07-22,6,23760,14351,646,121,121,16.34829931972789
1109826,2017-07-23,7,23511,14298,660,121,121,15.938518518518517
1109826,2017-07-24,1,28963,18360,635,121,121,15.093388429752066
1109826,2017-07-25,2,33048,20108,635,121,121,15.288976377952757
1109826,2017-07-26,3,33182,20655,632,121,121,16.002597402597402
1109826,2017-07-27,4,30103,19196,650,121,121,15.932142857142857
1109826,2017-07-28,5,27961,18327,660,121,121,16.4828125
1109826,2017-07-29,6,21285,13454,601,121,121,16.73355704697987
1109826,2017-07-30,7,22123,13707,660,121,121,17.61518987341772
1109826,2017-07-31,1,26761,17668,639,100,121,17.578911564625848
1109826,2017-08-01,2,29287,19075,660,121,121,16.883908045977012
1109826,2017-08-02,3,31122,20364,660,121,121,17.66986301369863
1109826,2017-08-03,4,31217,20212,660,121,121,17.573333333333334
1109826,2017-08-04,5,27773,18323,640,101,121,17.54011976047904
